I,"['hgamma', 'hc', 'halpha', 'ha', 'kcoop', 'kcomp', 'kdu', 'kud', 'kx']"
050,"[-11.03212318, -10.28098307, -8.55471608, -3.29921075, 0.80347528, 1.85855315, 2.67696223, 0.11808324, 0.70043714]"
