I,"['hgamma', 'hc', 'halpha', 'ha', 'kcoop', 'kcomp', 'kdu', 'kud', 'kx']"
025,"[-11.2481983, -10.05704405, -8.5134479, -3.30299464, 0.79097099, 1.89522803, 2.70952583, 0.11745314, 0.6743023]"
