I,"['hgamma', 'hc', 'halpha', 'ha', 'kcoop', 'kcomp', 'kdu', 'kud', 'kx']"
000,"[-11.45954105, -9.81027345, -10.15358925, -1.49456199, 0.93641602, 1.79710763, 2.86152824, 0.11585655, 0.56313622]"
