I,"['hgamma', 'hc', 'halpha', 'ha', 'kcoop', 'kcomp', 'kdu', 'kud', 'kx']"
100,"[-10.57359064, -10.74478163, -8.46817699, -3.50334181, 0.81771474, 1.87695072, 2.6787412, 0.12152318, 0.71633869]"
